,accuracy,size,time,cum_accuracy,cum_time,index
0,60.440613026819925,1044,0.20258837599999424,60.440613026819925,0.20258837599999424,0
1,55.84944048830111,983,0.2936944809999886,58.21410952146029,0.24814142849999143,1
2,57.613967022308444,1031,0.37944766999999047,58.011772400261606,0.2919101756666578,2
3,59.18762088974855,1034,0.48864066300006925,58.3088954056696,0.34109279750001065,3
4,61.59554730983302,1078,0.5906444679999368,58.994197292069636,0.3910031315999959,4
5,60.58536585365854,1025,0.678009849000091,59.25746569814366,0.4388375845000117,5
6,58.09426229508197,976,0.7757505060000085,59.09914935155487,0.4869680018571541,6
7,59.395248380129594,926,0.8905518870000151,59.13301222675065,0.5374159875000117,7
8,59.164733178654295,862,1.0889812039999924,59.136064292889834,0.5987010115555651,8
9,61.22860020140987,993,1.1790886310000133,59.34485530546624,0.65673977350001,9
10,60.36324786324786,936,1.228264308000007,59.43240264511389,0.708696549363646,10
11,61.21794871794872,936,1.3456870989999743,59.57374830852503,0.7617790951666734,11
12,62.82828282828283,990,1.4204140459999053,59.82519119712814,0.8124433221538451,12
13,59.3681917211329,918,1.5752628039999763,59.79464025633557,0.8669304279999973,13
14,61.19909502262444,884,1.6535061780000433,59.87958401751505,0.9193688113333337,14
15,62.022471910112365,890,1.7724140039999838,60.002579646588416,0.9726841358749994,15
16,64.48087431693989,915,1.7632452539999122,60.252116192680106,1.0191877310588178,16
17,58.62857142857143,875,1.9070554359999505,60.169981498612394,1.0685137146666586,17
18,61.76808266360505,871,2.071405423999977,60.24660097979854,1.1212974888420963,18
19,61.816192560175054,914,2.1599115259999735,60.32178606991248,1.1732281906999902,19
20,59.26748057713651,901,2.1986273080000274,60.27424682213993,1.22205672009523,20
21,60.92636579572447,842,2.1410261099999843,60.30061467537457,1.2638280559999915,21
22,62.84722222222222,864,2.4550725279999597,60.402065658428626,1.3156212939130336,22
23,63.49384098544233,893,2.582070974999965,60.52433461759887,1.3683900306249892,23
24,58.0568720379147,844,2.6473994790000006,60.43543223052295,1.4195504085599895,24
25,62.89954337899544,876,2.7778342230000135,60.524258260976914,1.4717920937307598,25
26,58.52842809364549,897,2.87963972,60.45321057226764,1.5239345984073982,26
27,63.0184331797235,868,2.857937192999998,60.538632701603625,1.5715775482142769,27
28,63.84364820846905,921,2.941001398000026,60.651424760069666,1.6187990602758544,28
29,61.89427312775331,908,3.105095406000032,60.69188026528052,1.6683422717999936,29
30,61.39954853273137,886,3.2824560349999956,60.713665265279175,1.720410457709671,30
31,58.3941605839416,959,3.509514037000031,60.638870208473435,1.7763199445624949,31
32,62.17345872518286,957,3.3983095490000323,60.68671205655276,1.8254711446969658,32
33,62.38532110091744,981,3.4915831590000153,60.73931435065345,1.8744744392352908,33
34,61.29032258064516,930,3.644853227999988,60.755029440628064,1.9250566903428534,34
35,63.794871794871796,975,3.7215008470000157,60.84328380430575,1.9749579169166636,35
36,59.89949748743718,995,3.79276031400002,60.816125860373646,2.02408771143243,36
37,61.08870967741935,992,4.052204603000064,60.82372786055665,2.0774592085789467,37
38,61.89451022604951,929,4.131332714999985,60.85098221869092,2.1301226318205115,38
39,62.829268292682926,1025,4.037734911999905,60.90502078669651,2.1778129388249967,39
40,60.92077087794433,934,4.368354680999914,60.905403297103334,2.2312407861951167,40
41,62.82051282051282,1014,4.0839797850001105,60.95460072963113,2.2753536194999975,41
42,62.20703125,1024,4.178494623999995,60.98627024891347,2.319612712627904,42
43,59.63488843813387,986,4.275397294999948,60.95414878742587,2.3640623622272687,43
44,60.72088724584104,1082,4.361061706999976,60.948219152335305,2.4084401254444403,44
45,58.96452540747843,1043,4.492649482000047,60.90077281170454,2.453749024499997,45
46,57.03703703703704,1080,4.587729821000039,60.807393649159714,2.49915287123404,46
47,60.05586592178771,1074,4.667815936000011,60.789755468630496,2.544333351749998,47
48,58.38323353293413,1002,4.802361309000048,60.738190449714516,2.5904155549591827,48
49,59.69479353680431,1114,4.8817491009999685,60.71391273471604,2.6362422258799985,49
50,60.47120418848168,764,5.0728759859999855,60.71010053247261,2.6840193584313705,50
51,59.38967136150235,426,5.084495271000037,60.69863655817556,2.730182356749999,51
