,accuracy,size,time,cum_accuracy,cum_time,index
0,55.992141453831046,1018,0.19594861899986427,55.992141453831046,0.19594861899986427,0
1,59.894179894179885,945,0.22991662699996596,57.87060621497707,0.2129326229999151,1
2,61.19246861924687,956,0.29304827400005706,58.95854744775608,0.23963783999996244,2
3,60.02109704641351,948,0.3632716500001152,59.21903284199638,0.2705462925000006,3
4,61.740041928721176,954,0.4404254309999942,59.717900850445965,0.30452212019999936,4
5,60.71428571428571,980,0.5184357189998536,59.88622651267023,0.34017438666664174,5
6,59.8,1000,0.5569276870000976,59.87354800764594,0.3711391438571354,6
7,62.841530054644814,915,0.6445672040001682,60.22550544323484,0.4053176513750145,7
8,61.17136659436009,922,0.7266541940000479,60.326464459365596,0.4410217116666849,8
9,58.49268841394826,889,0.7953317859999061,60.15534795843392,0.476452719100007,9
10,57.67012687427913,867,0.8786607580000236,59.94804695016356,0.5130170862727358,10
11,62.08017334777898,923,0.8584893139998258,60.121940443580456,0.5418064385833267,11
12,59.74842767295597,954,0.9204233969999223,60.09290196398012,0.5709308199999878,12
13,60.97560975609756,861,1.0405765250000059,60.15077672860189,0.6044769417857034,13
14,61.904761904761905,882,1.0414764320000813,60.26116740402455,0.6336102411333286,14
15,58.27814569536424,906,1.1581509680002,60.14075067024129,0.6663940365625081,15
16,61.915887850467286,856,1.1739627090000795,60.23706896551724,0.6962510172941299,16
17,59.33940774487472,878,1.3482545970000501,60.189744205596256,0.7324734383889032,17
18,63.470873786407765,824,1.3467864979998012,60.34443300148759,0.7648057046842137,18
19,58.81642512077294,828,1.3684204369999406,60.27531956735496,0.7949864413000001,19
20,59.38242280285036,842,1.3965417709998746,60.236055984959265,0.8236319331904702,20
21,64.31181485992693,821,1.509646320999991,60.40362561971055,0.8548144053636303,21
22,59.73557692307693,832,1.5158660309998595,60.376904956492474,0.8835557803912925,22
23,62.95399515738499,826,1.6060161679999965,60.475331761224396,0.9136582965416551,23
24,62.35011990407674,834,1.6257279980000021,60.544944570589024,0.942141084599989,24
25,63.84248210023866,838,1.7146909130001404,60.663547791750716,0.9718545395384564,25
26,61.117318435754186,895,1.7711130879999928,60.68033396709928,1.0014567079999948,26
27,63.78896882494005,834,1.8182560909999665,60.78392200735177,1.030628114535708,27
28,61.353211009174316,872,1.8916002450000633,60.803088803088805,1.0603168086896513,28
29,60.430839002267575,882,1.9419000870000218,60.79082966171309,1.0897029179666637,29
30,59.662921348314605,890,1.972524777999979,60.754553339115354,1.1181810424838674,30
31,59.521094640820984,877,2.103240034999999,60.7166625801254,1.1489641359999965,31
32,61.272923408845735,927,2.203056282000034,60.734156601981276,1.1809063222424219,32
33,62.570462232243514,887,2.202193232000127,60.787800941935906,1.2109441725294132,33
34,62.63383297644539,934,2.334598614000015,60.842892289995845,1.243048585142859,34
35,63.57388316151202,873,2.384344222999971,60.91700341933478,1.2747512417500009,35
36,60.257787325456505,931,2.4643010130000675,60.89846228210628,1.3069012355675702,36
37,62.34567901234568,972,2.4640828449998935,60.93974701376457,1.3373533831842104,37
38,61.67846309403438,989,2.510417954000104,60.960584108151274,1.3674319619230795,38
39,59.35288169868554,989,2.601059702999919,60.916479431915896,1.3982726554500005,39
40,60.23454157782516,938,2.613560186000086,60.899186244559196,1.4279138147317099,40
41,63.61724500525763,951,2.6879936459999954,60.9673168160253,1.4579157154761928,41
42,61.19962511715089,1067,2.7786047430001872,60.9736713923142,1.4886294137907043,42
43,60.699999999999996,1000,2.827306670000098,60.966830804609195,1.5190538968863725,43
44,60.396039603960396,1010,2.9350206770000113,60.95277567837726,1.550519825333342,44
45,58.57142857142858,980,2.9663717050000287,60.8972069433531,1.5812992140217483,45
46,59.940357852882705,1006,3.0329023810002127,60.874822686789294,1.6121843877872477,46
47,60.19607843137255,1020,3.0967794209998374,60.85909638143698,1.6431134509791765,47
48,59.90610328638498,1065,3.297083364999935,60.836586231369765,1.6768679390204166,48
49,58.7426326129666,1018,3.392156886000066,60.79035266559667,1.7111737179600095,49
50,61.994949494949495,792,3.3702075470000636,60.810695552049125,1.7437037930392263,50
51,63.31096196868009,447,3.3740004509998016,60.83430140458338,1.7750556518461604,51
